pin,bank,site,tile,pin_function
N14,14,IOB_X0Y39,LIOB33_X0Y39,IO_L5N_T0_D07_14
M14,14,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_D06_14
M4,34,IOB_X1Y39,RIOB33_X31Y39,IO_L5N_T0_34
L5,34,IOB_X1Y40,RIOB33_X31Y39,IO_L5P_T0_34
N13,14,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_D08_VREF_14
M13,14,IOB_X0Y38,LIOB33_X0Y37,IO_L6P_T0_FCS_B_14
M5,34,IOB_X1Y37,RIOB33_X31Y37,IO_L6N_T0_VREF_34
M6,34,IOB_X1Y38,RIOB33_X31Y37,IO_L6P_T0_34
M17,14,IOB_X0Y35,LIOB33_X0Y35,IO_L7N_T1_D10_14
M16,14,IOB_X0Y36,LIOB33_X0Y35,IO_L7P_T1_D09_14
M2,34,IOB_X1Y35,RIOB33_X31Y35,IO_L7N_T1_34
M3,34,IOB_X1Y36,RIOB33_X31Y35,IO_L7P_T1_34
N18,14,IOB_X0Y33,LIOB33_X0Y33,IO_L8N_T1_D12_14
M18,14,IOB_X0Y34,LIOB33_X0Y33,IO_L8P_T1_D11_14
N1,34,IOB_X1Y33,RIOB33_X31Y33,IO_L8N_T1_34
M1,34,IOB_X1Y34,RIOB33_X31Y33,IO_L8P_T1_34
P18,14,IOB_X0Y31,LIOB33_X0Y31,IO_L9N_T1_DQS_D13_14
P17,14,IOB_X0Y32,LIOB33_X0Y31,IO_L9P_T1_DQS_14
N2,34,IOB_X1Y31,RIOB33_X31Y31,IO_L9N_T1_DQS_34
N3,34,IOB_X1Y32,RIOB33_X31Y31,IO_L9P_T1_DQS_34
T18,14,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_D15_14
R18,14,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_D14_14
N4,34,IOB_X1Y29,RIOB33_X31Y29,IO_L10N_T1_34
N5,34,IOB_X1Y30,RIOB33_X31Y29,IO_L10P_T1_34
P15,14,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_14
P14,14,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_14
P1,34,IOB_X1Y27,RIOB33_X31Y27,IO_L11N_T1_SRCC_34
P2,34,IOB_X1Y28,RIOB33_X31Y27,IO_L11P_T1_SRCC_34
P16,14,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_14
N15,14,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_14
R1,34,IOB_X1Y25,RIOB33_X31Y25,IO_L12N_T1_MRCC_34
R2,34,IOB_X1Y26,RIOB33_X31Y25,IO_L12P_T1_MRCC_34
T14,14,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_14
R14,14,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_14
T2,34,IOB_X1Y23,RIOB33_X31Y23,IO_L13N_T2_MRCC_34
R3,34,IOB_X1Y24,RIOB33_X31Y23,IO_L13P_T2_MRCC_34
R17,14,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_14
R16,14,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_14
U1,34,IOB_X1Y21,RIOB33_X31Y21,IO_L14N_T2_SRCC_34
T1,34,IOB_X1Y22,RIOB33_X31Y21,IO_L14P_T2_SRCC_34
U18,14,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_DOUT_CSO_B_14
U17,14,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_RDWR_B_14
U2,34,IOB_X1Y19,RIOB33_X31Y19,IO_L15N_T2_DQS_34
U3,34,IOB_X1Y20,RIOB33_X31Y19,IO_L15P_T2_DQS_34
V17,14,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_D31_14
U16,14,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_CSI_B_14
V2,34,IOB_X1Y17,RIOB33_X31Y17,IO_L16N_T2_34
V3,34,IOB_X1Y18,RIOB33_X31Y17,IO_L16P_T2_34
T15,14,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_D29_14
R15,14,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_D30_14
V4,34,IOB_X1Y15,RIOB33_X31Y15,IO_L17N_T2_34
V5,34,IOB_X1Y16,RIOB33_X31Y15,IO_L17P_T2_34
V16,14,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_D27_14
U15,14,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_D28_14
T3,34,IOB_X1Y13,RIOB33_X31Y13,IO_L18N_T2_34
R4,34,IOB_X1Y14,RIOB33_X31Y13,IO_L18P_T2_34
R13,14,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_D25_VREF_14
P13,14,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_D26_14
P5,34,IOB_X1Y11,RIOB33_X31Y11,IO_L19N_T3_VREF_34
P6,34,IOB_X1Y12,RIOB33_X31Y11,IO_L19P_T3_34
V15,14,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_D23_14
V14,14,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_D24_14
V6,34,IOB_X1Y9,RIOB33_X31Y9,IO_L20N_T3_34
V7,34,IOB_X1Y10,RIOB33_X31Y9,IO_L20P_T3_34
V13,14,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_D22_14
U12,14,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_14
T4,34,IOB_X1Y7,RIOB33_X31Y7,IO_L21N_T3_DQS_34
R5,34,IOB_X1Y8,RIOB33_X31Y7,IO_L21P_T3_DQS_34
T13,14,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_D20_14
T12,14,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_D21_14
T5,34,IOB_X1Y5,RIOB33_X31Y5,IO_L22N_T3_34
T6,34,IOB_X1Y6,RIOB33_X31Y5,IO_L22P_T3_34
T11,14,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_D18_14
R11,14,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_D19_14
R6,34,IOB_X1Y3,RIOB33_X31Y3,IO_L23N_T3_34
R7,34,IOB_X1Y4,RIOB33_X31Y3,IO_L23P_T3_34
V12,14,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_D16_14
U11,14,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_D17_14
U6,34,IOB_X1Y1,RIOB33_X31Y1,IO_L24N_T3_34
U7,34,IOB_X1Y2,RIOB33_X31Y1,IO_L24P_T3_34
R12,14,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_14
P7,34,IOB_X1Y0,RIOB33_SING_X31Y0,IO_25_34
