pin,bank,site,tile,pin_function
AC21,13,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_13
AC22,13,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_13
AC23,13,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_13
AC24,13,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_13
AC26,13,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_13
AD10,12,IOB_X0Y35,LIOB33_X0Y35,IO_L7N_T1_12
AD11,12,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_12
AD13,12,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_12
AD14,12,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_12
AD15,12,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_12
AD16,12,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_12
AD18,13,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_13
AD19,13,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_13
AD20,13,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_13
AD21,13,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_13
AD23,13,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_13
AD24,13,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_13
AD25,13,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_13
AD26,13,IOB_X0Y91,LIOB33_X0Y91,IO_L4N_T0_13
AE10,12,IOB_X0Y36,LIOB33_X0Y35,IO_L7P_T1_12
AE11,12,IOB_X0Y32,LIOB33_X0Y31,IO_L9P_T1_DQS_12
AE12,12,IOB_X0Y34,LIOB33_X0Y33,IO_L8P_T1_12
AE13,12,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_12
AE15,12,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_12
AE16,12,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_12
AE17,12,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_12
AE18,13,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_13
AE20,13,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_13
AE21,13,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_13
AE22,13,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_13
AE23,13,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_13
AE25,13,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_13
AE26,13,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_13
AF10,12,IOB_X0Y31,LIOB33_X0Y31,IO_L9N_T1_DQS_12
AF12,12,IOB_X0Y33,LIOB33_X0Y33,IO_L8N_T1_12
AF13,12,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_12
AF14,12,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_12
AF15,12,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_12
AF17,12,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_12
AF18,13,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_13
AF19,13,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_13
AF20,13,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_13
AF22,13,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_13
AF23,13,IOB_X0Y83,LIOB33_X0Y83,IO_L8N_T1_13
AF24,13,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_13
AF25,13,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_13
B1,34,IOB_X1Y103,RIOB18_X79Y103,IO_L23N_T3_34
B2,34,IOB_X1Y102,RIOB18_X79Y101,IO_L24P_T3_34
B4,34,IOB_X1Y109,RIOB18_X79Y109,IO_L20N_T3_34
B5,34,IOB_X1Y110,RIOB18_X79Y109,IO_L20P_T3_34
B6,34,IOB_X1Y108,RIOB18_X79Y107,IO_L21P_T3_DQS_34
B7,34,IOB_X1Y114,RIOB18_X79Y113,IO_L18P_T2_34
B9,34,IOB_X1Y119,RIOB18_X79Y119,IO_L15N_T2_DQS_34
B10,34,IOB_X1Y118,RIOB18_X79Y117,IO_L16P_T2_34
B11,35,IOB_X1Y153,RIOB18_X79Y153,IO_L23N_T3_35
B12,35,IOB_X1Y155,RIOB18_X79Y155,IO_L22N_T3_AD7N_35
B14,35,IOB_X1Y159,RIOB18_X79Y159,IO_L20N_T3_AD6N_35
B15,35,IOB_X1Y165,RIOB18_X79Y165,IO_L17N_T2_AD5N_35
B16,35,IOB_X1Y166,RIOB18_X79Y165,IO_L17P_T2_AD5P_35
B17,35,IOB_X1Y164,RIOB18_X79Y163,IO_L18P_T2_AD13P_35
B19,501,IOPAD_X1Y124,PSS2_X32Y157,PS_MIO47_501
B20,501,IOPAD_X1Y128,PSS2_X32Y157,PS_MIO51_501
B21,501,IOPAD_X1Y125,PSS2_X32Y157,PS_MIO48_501
B22,501,IOPAD_X1Y127,PSS2_X32Y157,PS_MIO50_501
B24,500,IOPAD_X1Y26,PSS2_X32Y157,PS_CLK_500
B25,500,IOPAD_X1Y90,PSS2_X32Y157,PS_MIO13_500
B26,500,IOPAD_X1Y88,PSS2_X32Y157,PS_MIO11_500
C1,33,IOB_X1Y91,RIOB18_X79Y91,IO_L4N_T0_33
C2,34,IOB_X1Y104,RIOB18_X79Y103,IO_L23P_T3_34
C3,34,IOB_X1Y111,RIOB18_X79Y111,IO_L19N_T3_VREF_34
C4,34,IOB_X1Y112,RIOB18_X79Y111,IO_L19P_T3_34
C6,34,IOB_X1Y121,RIOB18_X79Y121,IO_L14N_T2_SRCC_34
C7,34,IOB_X1Y123,RIOB18_X79Y123,IO_L13N_T2_MRCC_34
C8,34,IOB_X1Y124,RIOB18_X79Y123,IO_L13P_T2_MRCC_34
C9,34,IOB_X1Y120,RIOB18_X79Y119,IO_L15P_T2_DQS_34
C11,35,IOB_X1Y154,RIOB18_X79Y153,IO_L23P_T3_35
C12,35,IOB_X1Y156,RIOB18_X79Y155,IO_L22P_T3_AD7P_35
C13,35,IOB_X1Y161,RIOB18_X79Y161,IO_L19N_T3_VREF_35
C14,35,IOB_X1Y160,RIOB18_X79Y159,IO_L20P_T3_AD6P_35
C16,35,IOB_X1Y169,RIOB18_X79Y169,IO_L15N_T2_DQS_AD12N_35
C17,35,IOB_X1Y170,RIOB18_X79Y169,IO_L15P_T2_DQS_AD12P_35
C18,501,IOPAD_X1Y122,PSS2_X32Y157,PS_MIO45_501
C19,501,IOPAD_X1Y118,PSS2_X32Y157,PS_MIO41_501
C21,501,IOPAD_X1Y116,PSS2_X32Y157,PS_MIO39_501
C22,501,IOPAD_X1Y117,PSS2_X32Y157,PS_MIO40_501
C23,500,IOPAD_X1Y132,PSS2_X32Y157,PS_POR_B_500
C24,500,IOPAD_X1Y92,PSS2_X32Y157,PS_MIO15_500
C26,500,IOPAD_X1Y82,PSS2_X32Y157,PS_MIO5_500
D1,33,IOB_X1Y92,RIOB18_X79Y91,IO_L4P_T0_33
D3,33,IOB_X1Y95,RIOB18_X79Y95,IO_L2N_T0_33
D4,33,IOB_X1Y96,RIOB18_X79Y95,IO_L2P_T0_33
D5,34,IOB_X1Y129,RIOB18_X79Y129,IO_L10N_T1_34
D6,34,IOB_X1Y122,RIOB18_X79Y121,IO_L14P_T2_SRCC_34
D8,34,IOB_X1Y133,RIOB18_X79Y133,IO_L8N_T1_34
D9,34,IOB_X1Y134,RIOB18_X79Y133,IO_L8P_T1_34
D10,35,IOB_X1Y195,RIOB18_X79Y195,IO_L2N_T0_AD8N_35
D11,35,IOB_X1Y191,RIOB18_X79Y191,IO_L4N_T0_35
D13,35,IOB_X1Y162,RIOB18_X79Y161,IO_L19P_T3_35
D14,35,IOB_X1Y173,RIOB18_X79Y173,IO_L13N_T2_MRCC_35
D15,35,IOB_X1Y174,RIOB18_X79Y173,IO_L13P_T2_MRCC_35
D16,35,IOB_X1Y167,RIOB18_X79Y167,IO_L16N_T2_35
D18,501,IOPAD_X1Y120,PSS2_X32Y157,PS_MIO43_501
D19,501,IOPAD_X1Y112,PSS2_X32Y157,PS_MIO35_501
D20,501,IOPAD_X1Y114,PSS2_X32Y157,PS_MIO37_501
D21,501,IOPAD_X1Y115,PSS2_X32Y157,PS_MIO38_501
D23,500,IOPAD_X1Y91,PSS2_X32Y157,PS_MIO14_500
D24,500,IOPAD_X1Y86,PSS2_X32Y157,PS_MIO9_500
D25,500,IOPAD_X1Y80,PSS2_X32Y157,PS_MIO3_500
D26,500,IOPAD_X1Y78,PSS2_X32Y157,PS_MIO1_500
E1,33,IOB_X1Y89,RIOB18_X79Y89,IO_L5N_T0_33
E2,33,IOB_X1Y90,RIOB18_X79Y89,IO_L5P_T0_33
E3,33,IOB_X1Y87,RIOB18_X79Y87,IO_L6N_T0_VREF_33
E5,34,IOB_X1Y135,RIOB18_X79Y135,IO_L7N_T1_34
E6,34,IOB_X1Y130,RIOB18_X79Y129,IO_L10P_T1_34
E7,34,IOB_X1Y127,RIOB18_X79Y127,IO_L11N_T1_SRCC_34
E8,34,IOB_X1Y131,RIOB18_X79Y131,IO_L9N_T1_DQS_34
E10,35,IOB_X1Y196,RIOB18_X79Y195,IO_L2P_T0_AD8P_35
E11,35,IOB_X1Y192,RIOB18_X79Y191,IO_L4P_T0_35
E12,35,IOB_X1Y197,RIOB18_X79Y197,IO_L1N_T0_AD0N_35
E13,35,IOB_X1Y187,RIOB18_X79Y187,IO_L6N_T0_VREF_35
E15,35,IOB_X1Y171,RIOB18_X79Y171,IO_L14N_T2_AD4N_SRCC_35
E16,35,IOB_X1Y168,RIOB18_X79Y167,IO_L16P_T2_35
E17,501,IOPAD_X1Y123,PSS2_X32Y157,PS_MIO46_501
E18,501,IOPAD_X1Y121,PSS2_X32Y157,PS_MIO44_501
E20,501,IOPAD_X1Y106,PSS2_X32Y157,PS_MIO29_501
E21,501,IOPAD_X1Y108,PSS2_X32Y157,PS_MIO31_501
E22,501,IOPAD_X1Y110,PSS2_X32Y157,PS_MIO33_501
E23,500,IOPAD_X1Y84,PSS2_X32Y157,PS_MIO7_500
E25,500,IOPAD_X1Y79,PSS2_X32Y157,PS_MIO2_500
E26,500,IOPAD_X1Y77,PSS2_X32Y157,PS_MIO0_500
F2,33,IOB_X1Y93,RIOB18_X79Y93,IO_L3N_T0_DQS_33
F3,33,IOB_X1Y88,RIOB18_X79Y87,IO_L6P_T0_33
F4,33,IOB_X1Y97,RIOB18_X79Y97,IO_L1N_T0_33
F5,34,IOB_X1Y136,RIOB18_X79Y135,IO_L7P_T1_34
F7,34,IOB_X1Y125,RIOB18_X79Y125,IO_L12N_T1_MRCC_34
F8,34,IOB_X1Y128,RIOB18_X79Y127,IO_L11P_T1_SRCC_34
F9,34,IOB_X1Y132,RIOB18_X79Y131,IO_L9P_T1_DQS_34
F10,35,IOB_X1Y193,RIOB18_X79Y193,IO_L3N_T0_DQS_AD1N_35
F12,35,IOB_X1Y198,RIOB18_X79Y197,IO_L1P_T0_AD0P_35
F13,35,IOB_X1Y188,RIOB18_X79Y187,IO_L6P_T0_35
F14,35,IOB_X1Y177,RIOB18_X79Y177,IO_L11N_T1_SRCC_35
F15,35,IOB_X1Y172,RIOB18_X79Y171,IO_L14P_T2_AD4P_SRCC_35
F17,501,IOPAD_X1Y119,PSS2_X32Y157,PS_MIO42_501
F18,501,IOPAD_X1Y104,PSS2_X32Y157,PS_MIO27_501
F19,501,IOPAD_X1Y102,PSS2_X32Y157,PS_MIO25_501
F20,501,IOPAD_X1Y100,PSS2_X32Y157,PS_MIO23_501
F22,501,IOPAD_X1Y98,PSS2_X32Y157,PS_MIO21_501
F23,500,IOPAD_X1Y83,PSS2_X32Y157,PS_MIO6_500
F24,500,IOPAD_X1Y81,PSS2_X32Y157,PS_MIO4_500
F25,502,IOPAD_X1Y33,PSS2_X32Y157,PS_DDR_DQ1_502
G1,33,IOB_X1Y79,RIOB18_X79Y79,IO_L10N_T1_33
G2,33,IOB_X1Y94,RIOB18_X79Y93,IO_L3P_T0_DQS_33
G4,33,IOB_X1Y98,RIOB18_X79Y97,IO_L1P_T0_33
G5,34,IOB_X1Y145,RIOB18_X79Y145,IO_L2N_T0_34
G6,34,IOB_X1Y146,RIOB18_X79Y145,IO_L2P_T0_34
G7,34,IOB_X1Y126,RIOB18_X79Y125,IO_L12P_T1_MRCC_34
G9,34,IOB_X1Y143,RIOB18_X79Y143,IO_L3N_T0_DQS_34
G10,35,IOB_X1Y194,RIOB18_X79Y193,IO_L3P_T0_DQS_AD1P_35
G11,35,IOB_X1Y189,RIOB18_X79Y189,IO_L5N_T0_AD9N_35
G12,35,IOB_X1Y190,RIOB18_X79Y189,IO_L5P_T0_AD9P_35
G14,35,IOB_X1Y178,RIOB18_X79Y177,IO_L11P_T1_SRCC_35
G15,35,IOB_X1Y179,RIOB18_X79Y179,IO_L10N_T1_AD11N_35
G16,35,IOB_X1Y180,RIOB18_X79Y179,IO_L10P_T1_AD11P_35
G17,501,IOPAD_X1Y94,PSS2_X32Y157,PS_MIO17_501
G19,501,IOPAD_X1Y96,PSS2_X32Y157,PS_MIO19_501
G20,501,IOPAD_X1Y95,PSS2_X32Y157,PS_MIO18_501
G21,501,IOPAD_X1Y93,PSS2_X32Y157,PS_MIO16_501
G22,501,IOPAD_X1Y99,PSS2_X32Y157,PS_MIO22_501
G24,502,IOPAD_X1Y28,PSS2_X32Y157,PS_DDR_DM0_502
G25,502,IOPAD_X1Y64,PSS2_X32Y157,PS_DDR_DQS_N0_502
G26,502,IOPAD_X1Y35,PSS2_X32Y157,PS_DDR_DQ3_502
H1,33,IOB_X1Y85,RIOB18_X79Y85,IO_L7N_T1_33
H2,33,IOB_X1Y80,RIOB18_X79Y79,IO_L10P_T1_33
H3,33,IOB_X1Y83,RIOB18_X79Y83,IO_L8N_T1_33
H4,33,IOB_X1Y84,RIOB18_X79Y83,IO_L8P_T1_33
H6,34,IOB_X1Y141,RIOB18_X79Y141,IO_L4N_T0_34
H7,34,IOB_X1Y142,RIOB18_X79Y141,IO_L4P_T0_34
H8,34,IOB_X1Y137,RIOB18_X79Y137,IO_L6N_T0_VREF_34
H9,34,IOB_X1Y144,RIOB18_X79Y143,IO_L3P_T0_DQS_PUDC_B_34
H11,34,IOB_X1Y147,RIOB18_X79Y147,IO_L1N_T0_34
H12,35,IOB_X1Y185,RIOB18_X79Y185,IO_L7N_T1_AD2N_35
H13,35,IOB_X1Y186,RIOB18_X79Y185,IO_L7P_T1_AD2P_35
H14,35,IOB_X1Y175,RIOB18_X79Y175,IO_L12N_T1_MRCC_35
H16,35,IOB_X1Y199,RIOB18_SING_X79Y199,IO_0_VRN_35
H17,501,IOPAD_X1Y103,PSS2_X32Y157,PS_MIO26_501
H19,501,IOPAD_X1Y97,PSS2_X32Y157,PS_MIO20_501
H21,502,IOPAD_X1Y15,PSS2_X32Y157,PS_DDR_A11_502
H22,502,IOPAD_X1Y72,PSS2_X32Y157,PS_DDR_DRST_B_502
H23,502,IOPAD_X1Y37,PSS2_X32Y157,PS_DDR_DQ5_502
H24,502,IOPAD_X1Y68,PSS2_X32Y157,PS_DDR_DQS_P0_502
H26,502,IOPAD_X1Y36,PSS2_X32Y157,PS_DDR_DQ4_502
J1,33,IOB_X1Y86,RIOB18_X79Y85,IO_L7P_T1_33
J3,33,IOB_X1Y75,RIOB18_X79Y75,IO_L12N_T1_MRCC_33
J4,33,IOB_X1Y76,RIOB18_X79Y75,IO_L12P_T1_MRCC_33
J5,33,IOB_X1Y59,RIOB18_X79Y59,IO_L20N_T3_33
J6,33,IOB_X1Y55,RIOB18_X79Y55,IO_L22N_T3_33
J8,34,IOB_X1Y138,RIOB18_X79Y137,IO_L6P_T0_34
J9,34,IOB_X1Y139,RIOB18_X79Y139,IO_L5N_T0_34
J10,34,IOB_X1Y140,RIOB18_X79Y139,IO_L5P_T0_34
J11,34,IOB_X1Y148,RIOB18_X79Y147,IO_L1P_T0_34
J13,35,IOB_X1Y183,RIOB18_X79Y183,IO_L8N_T1_AD10N_35
J14,35,IOB_X1Y176,RIOB18_X79Y175,IO_L12P_T1_MRCC_35
J15,35,IOB_X1Y181,RIOB18_X79Y181,IO_L9N_T1_DQS_AD3N_35
J16,501,IOPAD_X1Y111,PSS2_X32Y157,PS_MIO34_501
J18,501,IOPAD_X1Y105,PSS2_X32Y157,PS_MIO28_501
J19,501,IOPAD_X1Y101,PSS2_X32Y157,PS_MIO24_501
J20,502,IOPAD_X1Y18,PSS2_X32Y157,PS_DDR_A13_502
J21,502,IOPAD_X1Y11,PSS2_X32Y157,PS_DDR_A7_502
J23,502,IOPAD_X1Y39,PSS2_X32Y157,PS_DDR_DQ7_502
J24,502,IOPAD_X1Y38,PSS2_X32Y157,PS_DDR_DQ6_502
J25,502,IOPAD_X1Y34,PSS2_X32Y157,PS_DDR_DQ2_502
J26,502,IOPAD_X1Y32,PSS2_X32Y157,PS_DDR_DQ0_502
K1,33,IOB_X1Y81,RIOB18_X79Y81,IO_L9N_T1_DQS_33
K2,33,IOB_X1Y82,RIOB18_X79Y81,IO_L9P_T1_DQS_33
K3,33,IOB_X1Y77,RIOB18_X79Y77,IO_L11N_T1_SRCC_33
K5,33,IOB_X1Y60,RIOB18_X79Y59,IO_L20P_T3_33
K6,33,IOB_X1Y56,RIOB18_X79Y55,IO_L22P_T3_33
K7,33,IOB_X1Y51,RIOB18_X79Y51,IO_L24N_T3_33
K8,33,IOB_X1Y52,RIOB18_X79Y51,IO_L24P_T3_33
K10,34,IOB_X1Y100,RIOB18_SING_X79Y100,IO_25_VRP_34
K11,34,IOB_X1Y149,RIOB18_SING_X79Y149,IO_0_VRN_34
K12,35,IOB_X1Y150,RIOB18_SING_X79Y150,IO_25_VRP_35
K13,35,IOB_X1Y184,RIOB18_X79Y183,IO_L8P_T1_AD10P_35
K15,35,IOB_X1Y182,RIOB18_X79Y181,IO_L9P_T1_DQS_AD3P_35
K16,501,IOPAD_X1Y113,PSS2_X32Y157,PS_MIO36_501
K17,501,IOPAD_X1Y109,PSS2_X32Y157,PS_MIO32_501
K19,501,IOPAD_X1Y107,PSS2_X32Y157,PS_MIO30_501
K20,502,IOPAD_X1Y5,PSS2_X32Y157,PS_DDR_A1_502
K22,502,IOPAD_X1Y4,PSS2_X32Y157,PS_DDR_A0_502
K23,502,IOPAD_X1Y43,PSS2_X32Y157,PS_DDR_DQ11_502
K25,502,IOPAD_X1Y29,PSS2_X32Y157,PS_DDR_DM1_502
K26,502,IOPAD_X1Y40,PSS2_X32Y157,PS_DDR_DQ8_502
L2,33,IOB_X1Y67,RIOB18_X79Y67,IO_L16N_T2_33
L3,33,IOB_X1Y78,RIOB18_X79Y77,IO_L11P_T1_SRCC_33
L4,33,IOB_X1Y71,RIOB18_X79Y71,IO_L14N_T2_SRCC_33
L5,33,IOB_X1Y72,RIOB18_X79Y71,IO_L14P_T2_SRCC_33
L7,33,IOB_X1Y61,RIOB18_X79Y61,IO_L19N_T3_VREF_33
L8,33,IOB_X1Y57,RIOB18_X79Y57,IO_L21N_T3_DQS_33
L9,33,IOB_X1Y99,RIOB18_SING_X79Y99,IO_0_VRN_33
L20,502,IOPAD_X1Y10,PSS2_X32Y157,PS_DDR_A6_502
L22,502,IOPAD_X1Y7,PSS2_X32Y157,PS_DDR_A3_502
L23,502,IOPAD_X1Y41,PSS2_X32Y157,PS_DDR_DQ9_502
L24,502,IOPAD_X1Y69,PSS2_X32Y157,PS_DDR_DQS_P1_502
L25,502,IOPAD_X1Y65,PSS2_X32Y157,PS_DDR_DQS_N1_502
M1,33,IOB_X1Y63,RIOB18_X79Y63,IO_L18N_T2_33
M2,33,IOB_X1Y68,RIOB18_X79Y67,IO_L16P_T2_33
M4,33,IOB_X1Y65,RIOB18_X79Y65,IO_L17N_T2_33
M5,33,IOB_X1Y73,RIOB18_X79Y73,IO_L13N_T2_MRCC_33
M6,33,IOB_X1Y74,RIOB18_X79Y73,IO_L13P_T2_MRCC_33
M7,33,IOB_X1Y62,RIOB18_X79Y61,IO_L19P_T3_33
M8,33,IOB_X1Y58,RIOB18_X79Y57,IO_L21P_T3_DQS_33
M20,502,IOPAD_X1Y8,PSS2_X32Y157,PS_DDR_A4_502
M22,502,IOPAD_X1Y14,PSS2_X32Y157,PS_DDR_A10_502
M24,502,IOPAD_X1Y46,PSS2_X32Y157,PS_DDR_DQ14_502
M25,502,IOPAD_X1Y44,PSS2_X32Y157,PS_DDR_DQ12_502
M26,502,IOPAD_X1Y42,PSS2_X32Y157,PS_DDR_DQ10_502
N1,33,IOB_X1Y64,RIOB18_X79Y63,IO_L18P_T2_33
N2,33,IOB_X1Y69,RIOB18_X79Y69,IO_L15N_T2_DQS_33
N3,33,IOB_X1Y70,RIOB18_X79Y69,IO_L15P_T2_DQS_33
N4,33,IOB_X1Y66,RIOB18_X79Y65,IO_L17P_T2_33
N6,33,IOB_X1Y53,RIOB18_X79Y53,IO_L23N_T3_33
N7,33,IOB_X1Y54,RIOB18_X79Y53,IO_L23P_T3_33
N8,33,IOB_X1Y50,RIOB18_SING_X79Y50,IO_25_VRP_33
N14,0,IPAD_X0Y30,MONITOR_BOT_PELE1_X134Y183,VP_0
N21,502,IOPAD_X1Y6,PSS2_X32Y157,PS_DDR_A2_502
N22,502,IOPAD_X1Y9,PSS2_X32Y157,PS_DDR_A5_502
N23,502,IOPAD_X1Y47,PSS2_X32Y157,PS_DDR_DQ15_502
N24,502,IOPAD_X1Y45,PSS2_X32Y157,PS_DDR_DQ13_502
N26,502,IOPAD_X1Y50,PSS2_X32Y157,PS_DDR_DQ18_502
P13,0,IPAD_X0Y31,MONITOR_BOT_PELE1_X134Y183,VN_0
P20,502,IOPAD_X1Y16,PSS2_X32Y157,PS_DDR_A12_502
P21,502,IOPAD_X1Y24,PSS2_X32Y157,PS_DDR_CKN_502
P23,502,IOPAD_X1Y51,PSS2_X32Y157,PS_DDR_DQ19_502
P24,502,IOPAD_X1Y49,PSS2_X32Y157,PS_DDR_DQ17_502
P25,502,IOPAD_X1Y70,PSS2_X32Y157,PS_DDR_DQS_P2_502
P26,502,IOPAD_X1Y30,PSS2_X32Y157,PS_DDR_DM2_502
R1,112,OPAD_X0Y6,GTX_CHANNEL_3_X186Y46,MGTXTXN3_112
R2,112,OPAD_X0Y7,GTX_CHANNEL_3_X186Y46,MGTXTXP3_112
R5,112,IPAD_X1Y9,GTX_COMMON_X186Y23,MGTREFCLK0N_112
