pin,bank,site,tile,pin_function
N4,34,IOB_X1Y0,RIOB33_SING_X27Y0,IO_25_34
N6,14,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_D24_14
N7,14,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_D23_14
N8,14,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_14
N9,14,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_D22_14
P1,34,IOB_X1Y6,RIOB33_X27Y5,IO_L22P_T3_34
P10,14,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_CSI_B_14
P11,14,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_D31_14
P12,14,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_14
P14,14,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_14
P15,14,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_14
P2,34,IOB_X1Y1,RIOB33_X27Y1,IO_L24N_T3_34
P3,34,IOB_X1Y8,RIOB33_X27Y7,IO_L21P_T3_DQS_34
P6,14,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_D19_14
P7,14,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_D18_14
R10,14,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_D29_14
R11,14,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_D28_14
R12,14,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_D27_14
R13,14,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_14
R14,14,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_14
R2,34,IOB_X1Y2,RIOB33_X27Y1,IO_L24P_T3_34
R3,34,IOB_X1Y3,RIOB33_X27Y3,IO_L23N_T3_34
R4,34,IOB_X1Y4,RIOB33_X27Y3,IO_L23P_T3_34
R5,14,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_D17_14
R6,14,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_D16_14
R7,14,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_D21_14
R8,14,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_D20_14
R9,14,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_D30_14
